,iso2,year,Cases,sex,age
18993,LV,2008,71.0,m,35-44
18994,LV,2008,71.0,m,45-54
18995,LV,2008,47.0,m,55-64
18996,LV,2008,27.0,m,65
18997,LV,2008,0.0,m,unknown
18998,LY,1995,5.0,f,0-14
18999,LY,1995,34.0,f,15-24
19000,LY,1995,31.0,f,25-34
19001,LY,1995,19.0,f,35-44
19002,LY,1995,20.0,f,45-54
19003,LY,1995,13.0,f,55-64
19004,LY,1995,11.0,f,65
19005,LY,1995,2.0,m,0-14
19006,LY,1995,112.0,m,15-24
19007,LY,1995,212.0,m,25-34
19008,LY,1995,78.0,m,35-44
19009,LY,1995,46.0,m,45-54
19010,LY,1995,22.0,m,55-64
19011,LY,1995,21.0,m,65
19012,LY,1996,4.0,f,0-14
19013,LY,1996,30.0,f,15-24
19014,LY,1996,35.0,f,25-34
19015,LY,1996,17.0,f,35-44
19016,LY,1996,10.0,f,45-54
19017,LY,1996,9.0,f,55-64
19018,LY,1996,11.0,f,65
19019,LY,1996,4.0,m,0-14
19020,LY,1996,93.0,m,15-24
19021,LY,1996,142.0,m,25-34
19022,LY,1996,82.0,m,35-44
19023,LY,1996,31.0,m,45-54
19024,LY,1996,28.0,m,55-64
19025,LY,1996,19.0,m,65
19026,LY,1999,6.0,f,0-14
19027,LY,1999,43.0,f,15-24
19028,LY,1999,59.0,f,25-34
19029,LY,1999,25.0,f,35-44
19030,LY,1999,15.0,f,45-54
19031,LY,1999,14.0,f,55-64
19032,LY,1999,27.0,f,65
19033,LY,1999,2.0,m,0-14
19034,LY,1999,110.0,m,15-24
19035,LY,1999,257.0,m,25-34
19036,LY,1999,115.0,m,35-44
19037,LY,1999,53.0,m,45-54
19038,LY,1999,36.0,m,55-64
19039,LY,1999,33.0,m,65
19040,LY,2000,6.0,f,0-14
19041,LY,2000,43.0,f,15-24
19042,LY,2000,35.0,f,25-34
19043,LY,2000,24.0,f,35-44
19044,LY,2000,24.0,f,45-54
19045,LY,2000,16.0,f,55-64
19046,LY,2000,22.0,f,65
19047,LY,2000,5.0,m,0-14
19048,LY,2000,101.0,m,15-24
19049,LY,2000,239.0,m,25-34
19050,LY,2000,86.0,m,35-44
19051,LY,2000,36.0,m,45-54
19052,LY,2000,29.0,m,55-64
19053,LY,2000,32.0,m,65
19054,LY,2003,4.0,f,0-14
19055,LY,2003,43.0,f,15-24
19056,LY,2003,28.0,f,25-34
19057,LY,2003,30.0,f,35-44
19058,LY,2003,25.0,f,45-54
19059,LY,2003,21.0,f,55-64
19060,LY,2003,21.0,f,65
19061,LY,2003,0.0,m,0-14
19062,LY,2003,108.0,m,15-24
19063,LY,2003,266.0,m,25-34
19064,LY,2003,142.0,m,35-44
19065,LY,2003,32.0,m,45-54
19066,LY,2003,25.0,m,55-64
19067,LY,2003,19.0,m,65
19068,LY,2004,1.0,f,0-14
19069,LY,2004,44.0,f,15-24
19070,LY,2004,50.0,f,25-34
19071,LY,2004,20.0,f,35-44
19072,LY,2004,23.0,f,45-54
19073,LY,2004,13.0,f,55-64
19074,LY,2004,23.0,f,65
19075,LY,2004,5.0,m,0-14
19076,LY,2004,113.0,m,15-24
19077,LY,2004,310.0,m,25-34
19078,LY,2004,173.0,m,35-44
19079,LY,2004,53.0,m,45-54
19080,LY,2004,24.0,m,55-64
19081,LY,2004,20.0,m,65
19082,LY,2005,8.0,f,0-14
19083,LY,2005,36.0,f,15-24
19084,LY,2005,36.0,f,25-34
19085,LY,2005,35.0,f,35-44
19086,LY,2005,21.0,f,45-54
19087,LY,2005,21.0,f,55-64
19088,LY,2005,20.0,f,65
19089,LY,2005,2.0,m,0-14
19090,LY,2005,114.0,m,15-24
19091,LY,2005,293.0,m,25-34
19092,LY,2005,168.0,m,35-44
19093,LY,2005,52.0,m,45-54
19094,LY,2005,19.0,m,55-64
19095,LY,2005,35.0,m,65
19096,LY,2006,8.0,f,0-14
19097,LY,2006,55.0,f,15-24
19098,LY,2006,34.0,f,25-34
19099,LY,2006,24.0,f,35-44
19100,LY,2006,10.0,f,45-54
19101,LY,2006,12.0,f,55-64
19102,LY,2006,11.0,f,65
19103,LY,2006,1.0,m,0-14
19104,LY,2006,98.0,m,15-24
19105,LY,2006,247.0,m,25-34
19106,LY,2006,150.0,m,35-44
19107,LY,2006,49.0,m,45-54
19108,LY,2006,23.0,m,55-64
19109,LY,2006,23.0,m,65
19110,LY,2007,4.0,f,0-14
19111,LY,2007,23.0,f,15-24
19112,LY,2007,17.0,f,25-34
19113,LY,2007,12.0,f,35-44
19114,LY,2007,8.0,f,45-54
19115,LY,2007,7.0,f,55-64
19116,LY,2007,11.0,f,65
19117,LY,2007,2.0,m,0-14
19118,LY,2007,61.0,m,15-24
19119,LY,2007,143.0,m,25-34
19120,LY,2007,78.0,m,35-44
19121,LY,2007,26.0,m,45-54
19122,LY,2007,12.0,m,55-64
19123,LY,2007,10.0,m,65
19124,LY,2008,6.0,f,0-14
19125,LY,2008,56.0,f,15-24
19126,LY,2008,35.0,f,25-34
19127,LY,2008,22.0,f,35-44
19128,LY,2008,20.0,f,45-54
19129,LY,2008,9.0,f,55-64
19130,LY,2008,17.0,f,65
19131,LY,2008,0.0,f,unknown
19132,LY,2008,2.0,m,0-14
19133,LY,2008,116.0,m,15-24
19134,LY,2008,298.0,m,25-34
19135,LY,2008,162.0,m,35-44
19136,LY,2008,85.0,m,45-54
19137,LY,2008,24.0,m,55-64
19138,LY,2008,19.0,m,65
19139,LY,2008,0.0,m,unknown
19140,MA,1995,191.0,f,0-14
19141,MA,1995,1708.0,f,15-24
19142,MA,1995,1288.0,f,25-34
19143,MA,1995,703.0,f,35-44
19144,MA,1995,461.0,f,45-54
19145,MA,1995,317.0,f,55-64
19146,MA,1995,299.0,f,65
19147,MA,1995,142.0,m,0-14
19148,MA,1995,2508.0,m,15-24
19149,MA,1995,2872.0,m,25-34
19150,MA,1995,1737.0,m,35-44
19151,MA,1995,819.0,m,45-54
19152,MA,1995,573.0,m,55-64
19153,MA,1995,553.0,m,65
19154,MA,1996,217.0,f,0-14
19155,MA,1996,1697.0,f,15-24
19156,MA,1996,1300.0,f,25-34
19157,MA,1996,677.0,f,35-44
19158,MA,1996,437.0,f,45-54
19159,MA,1996,400.0,f,55-64
19160,MA,1996,292.0,f,65
19161,MA,1996,118.0,m,0-14
19162,MA,1996,2618.0,m,15-24
19163,MA,1996,2844.0,m,25-34
19164,MA,1996,1721.0,m,35-44
19165,MA,1996,772.0,m,45-54
19166,MA,1996,602.0,m,55-64
19167,MA,1996,583.0,m,65
19168,MA,1997,238.0,f,0-14
19169,MA,1997,1799.0,f,15-24
19170,MA,1997,1331.0,f,25-34
19171,MA,1997,745.0,f,35-44
19172,MA,1997,416.0,f,45-54
19173,MA,1997,424.0,f,55-64
19174,MA,1997,275.0,f,65
19175,MA,1997,119.0,m,0-14
19176,MA,1997,2328.0,m,15-24
19177,MA,1997,2891.0,m,25-34
19178,MA,1997,1659.0,m,35-44
19179,MA,1997,761.0,m,45-54
19180,MA,1997,591.0,m,55-64
19181,MA,1997,557.0,m,65
19182,MA,1998,182.0,f,0-14
19183,MA,1998,1600.0,f,15-24
19184,MA,1998,1150.0,f,25-34
19185,MA,1998,679.0,f,35-44
19186,MA,1998,412.0,f,45-54
19187,MA,1998,402.0,f,55-64
19188,MA,1998,330.0,f,65
19189,MA,1998,116.0,m,0-14
19190,MA,1998,2308.0,m,15-24
19191,MA,1998,2573.0,m,25-34
19192,MA,1998,1744.0,m,35-44
19193,MA,1998,843.0,m,45-54
19194,MA,1998,560.0,m,55-64
19195,MA,1998,527.0,m,65
19196,MA,1999,156.0,f,0-14
19197,MA,1999,1654.0,f,15-24
19198,MA,1999,1143.0,f,25-34
19199,MA,1999,691.0,f,35-44
19200,MA,1999,446.0,f,45-54
19201,MA,1999,351.0,f,55-64
19202,MA,1999,332.0,f,65
19203,MA,1999,78.0,m,0-14
19204,MA,1999,2296.0,m,15-24
19205,MA,1999,2696.0,m,25-34
19206,MA,1999,1641.0,m,35-44
19207,MA,1999,815.0,m,45-54
19208,MA,1999,559.0,m,55-64
19209,MA,1999,562.0,m,65
19210,MA,2000,170.0,f,0-14
19211,MA,2000,1530.0,f,15-24
19212,MA,2000,1121.0,f,25-34
19213,MA,2000,672.0,f,35-44
19214,MA,2000,398.0,f,45-54
19215,MA,2000,406.0,f,55-64
19216,MA,2000,352.0,f,65
19217,MA,2000,99.0,m,0-14
19218,MA,2000,2061.0,m,15-24
19219,MA,2000,2423.0,m,25-34
19220,MA,2000,1705.0,m,35-44
19221,MA,2000,855.0,m,45-54
19222,MA,2000,485.0,m,55-64
19223,MA,2000,595.0,m,65
19224,MA,2001,156.0,f,0-14
19225,MA,2001,1477.0,f,15-24
19226,MA,2001,1046.0,f,25-34
19227,MA,2001,596.0,f,35-44
19228,MA,2001,402.0,f,45-54
19229,MA,2001,399.0,f,55-64
19230,MA,2001,360.0,f,65
19231,MA,2001,85.0,m,0-14
19232,MA,2001,2200.0,m,15-24
19233,MA,2001,2256.0,m,25-34
19234,MA,2001,1731.0,m,35-44
19235,MA,2001,929.0,m,45-54
19236,MA,2001,561.0,m,55-64
19237,MA,2001,606.0,m,65
19238,MA,2002,144.0,f,0-14
19239,MA,2002,1483.0,f,15-24
19240,MA,2002,1088.0,f,25-34
19241,MA,2002,713.0,f,35-44
19242,MA,2002,443.0,f,45-54
19243,MA,2002,357.0,f,55-64
19244,MA,2002,386.0,f,65
19245,MA,2002,79.0,m,0-14
19246,MA,2002,2190.0,m,15-24
19247,MA,2002,2341.0,m,25-34
19248,MA,2002,1647.0,m,35-44
19249,MA,2002,941.0,m,45-54
19250,MA,2002,525.0,m,55-64
19251,MA,2002,577.0,m,65
19252,MA,2003,168.0,f,0-14
19253,MA,2003,1455.0,f,15-24
19254,MA,2003,1029.0,f,25-34
19255,MA,2003,633.0,f,35-44
19256,MA,2003,431.0,f,45-54
19257,MA,2003,366.0,f,55-64
19258,MA,2003,351.0,f,65
19259,MA,2003,91.0,m,0-14
19260,MA,2003,2225.0,m,15-24
19261,MA,2003,2347.0,m,25-34
19262,MA,2003,1667.0,m,35-44
19263,MA,2003,1004.0,m,45-54
19264,MA,2003,525.0,m,55-64
19265,MA,2003,550.0,m,65
19266,MA,2004,149.0,f,0-14
19267,MA,2004,1196.0,f,15-24
19268,MA,2004,981.0,f,25-34
19269,MA,2004,517.0,f,35-44
19270,MA,2004,373.0,f,45-54
19271,MA,2004,331.0,f,55-64
19272,MA,2004,325.0,f,65
19273,MA,2004,68.0,m,0-14
19274,MA,2004,2081.0,m,15-24
19275,MA,2004,2397.0,m,25-34
19276,MA,2004,1676.0,m,35-44
19277,MA,2004,1114.0,m,45-54
19278,MA,2004,533.0,m,55-64
19279,MA,2004,539.0,m,65
19280,MA,2005,167.0,f,0-14
19281,MA,2005,1330.0,f,15-24
19282,MA,2005,943.0,f,25-34
19283,MA,2005,546.0,f,35-44
19284,MA,2005,403.0,f,45-54
19285,MA,2005,343.0,f,55-64
19286,MA,2005,398.0,f,65
19287,MA,2005,79.0,m,0-14
19288,MA,2005,2222.0,m,15-24
19289,MA,2005,2515.0,m,25-34
19290,MA,2005,1583.0,m,35-44
19291,MA,2005,1057.0,m,45-54
19292,MA,2005,580.0,m,55-64
19293,MA,2005,591.0,m,65
19294,MA,2006,155.0,f,0-14
19295,MA,2006,1273.0,f,15-24
19296,MA,2006,1025.0,f,25-34
19297,MA,2006,597.0,f,35-44
19298,MA,2006,426.0,f,45-54
19299,MA,2006,335.0,f,55-64
19300,MA,2006,307.0,f,65
19301,MA,2006,73.0,m,0-14
19302,MA,2006,2104.0,m,15-24
19303,MA,2006,2373.0,m,25-34
19304,MA,2006,1498.0,m,35-44
19305,MA,2006,1036.0,m,45-54
19306,MA,2006,527.0,m,55-64
19307,MA,2006,551.0,m,65
19308,MA,2007,123.0,f,0-14
19309,MA,2007,1177.0,f,15-24
19310,MA,2007,837.0,f,25-34
19311,MA,2007,444.0,f,35-44
19312,MA,2007,354.0,f,45-54
19313,MA,2007,306.0,f,55-64
19314,MA,2007,370.0,f,65
19315,MA,2007,74.0,m,0-14
19316,MA,2007,2098.0,m,15-24
19317,MA,2007,2370.0,m,25-34
19318,MA,2007,1545.0,m,35-44
19319,MA,2007,1165.0,m,45-54
19320,MA,2007,545.0,m,55-64
19321,MA,2007,529.0,m,65
19322,MA,2008,124.0,f,0-14
19323,MA,2008,1081.0,f,15-24
19324,MA,2008,803.0,f,25-34
19325,MA,2008,479.0,f,35-44
19326,MA,2008,360.0,f,45-54
19327,MA,2008,290.0,f,55-64
19328,MA,2008,358.0,f,65
19329,MA,2008,0.0,f,unknown
19330,MA,2008,51.0,m,0-14
19331,MA,2008,1992.0,m,15-24
19332,MA,2008,2372.0,m,25-34
19333,MA,2008,1514.0,m,35-44
19334,MA,2008,1179.0,m,45-54
19335,MA,2008,633.0,m,55-64
19336,MA,2008,589.0,m,65
19337,MA,2008,0.0,m,unknown
19338,MC,1999,0.0,f,0-14
19339,MC,1999,0.0,f,15-24
19340,MC,1999,0.0,f,25-34
19341,MC,1999,0.0,f,35-44
19342,MC,1999,0.0,f,45-54
19343,MC,1999,0.0,f,55-64
19344,MC,1999,1.0,f,65
19345,MC,1999,0.0,m,0-14
19346,MC,1999,0.0,m,15-24
19347,MC,1999,0.0,m,25-34
19348,MC,1999,0.0,m,35-44
19349,MC,1999,1.0,m,45-54
19350,MC,1999,0.0,m,55-64
19351,MC,1999,0.0,m,65
19352,MD,1995,2.0,f,0-14
19353,MD,1995,42.0,f,15-24
19354,MD,1995,38.0,f,25-34
19355,MD,1995,31.0,f,35-44
19356,MD,1995,19.0,f,45-54
19357,MD,1995,10.0,f,55-64
19358,MD,1995,12.0,f,65
19359,MD,1995,0.0,m,0-14
19360,MD,1995,55.0,m,15-24
19361,MD,1995,115.0,m,25-34
19362,MD,1995,166.0,m,35-44
19363,MD,1995,95.0,m,45-54
19364,MD,1995,65.0,m,55-64
19365,MD,1995,15.0,m,65
19366,MD,1996,2.0,f,0-14
19367,MD,1996,10.0,f,15-24
19368,MD,1996,14.0,f,25-34
19369,MD,1996,18.0,f,35-44
19370,MD,1996,4.0,f,45-54
19371,MD,1996,3.0,f,55-64
19372,MD,1996,6.0,f,65
19373,MD,1996,0.0,m,0-14
19374,MD,1996,26.0,m,15-24
19375,MD,1996,33.0,m,25-34
19376,MD,1996,55.0,m,35-44
19377,MD,1996,34.0,m,45-54
19378,MD,1996,9.0,m,55-64
19379,MD,1996,5.0,m,65
19380,MD,1997,0.0,f,0-14
19381,MD,1997,24.0,f,15-24
19382,MD,1997,32.0,f,25-34
19383,MD,1997,16.0,f,35-44
19384,MD,1997,14.0,f,45-54
19385,MD,1997,6.0,f,55-64
19386,MD,1997,8.0,f,65
19387,MD,1997,0.0,m,0-14
19388,MD,1997,51.0,m,15-24
19389,MD,1997,65.0,m,25-34
19390,MD,1997,86.0,m,35-44
19391,MD,1997,47.0,m,45-54
19392,MD,1997,35.0,m,55-64
19393,MD,1997,13.0,m,65
19394,MD,1998,2.0,f,0-14
19395,MD,1998,34.0,f,15-24
19396,MD,1998,20.0,f,25-34
19397,MD,1998,34.0,f,35-44
19398,MD,1998,10.0,f,45-54
19399,MD,1998,5.0,f,55-64
19400,MD,1998,7.0,f,65
19401,MD,1998,2.0,m,0-14
19402,MD,1998,72.0,m,15-24
19403,MD,1998,67.0,m,25-34
19404,MD,1998,116.0,m,35-44
19405,MD,1998,56.0,m,45-54
19406,MD,1998,36.0,m,55-64
19407,MD,1998,16.0,m,65
19408,MD,1999,3.0,f,0-14
19409,MD,1999,31.0,f,15-24
19410,MD,1999,32.0,f,25-34
19411,MD,1999,27.0,f,35-44
19412,MD,1999,19.0,f,45-54
19413,MD,1999,7.0,f,55-64
19414,MD,1999,6.0,f,65
19415,MD,1999,1.0,m,0-14
19416,MD,1999,89.0,m,15-24
19417,MD,1999,123.0,m,25-34
19418,MD,1999,144.0,m,35-44
19419,MD,1999,84.0,m,45-54
19420,MD,1999,29.0,m,55-64
19421,MD,1999,14.0,m,65
19422,MD,2000,1.0,f,0-14
19423,MD,2000,16.0,f,15-24
19424,MD,2000,32.0,f,25-34
19425,MD,2000,45.0,f,35-44
19426,MD,2000,23.0,f,45-54
19427,MD,2000,14.0,f,55-64
19428,MD,2000,6.0,f,65
19429,MD,2000,2.0,m,0-14
19430,MD,2000,52.0,m,15-24
19431,MD,2000,31.0,m,25-34
19432,MD,2000,36.0,m,35-44
19433,MD,2000,13.0,m,45-54
19434,MD,2000,13.0,m,55-64
19435,MD,2000,6.0,m,65
19436,MD,2001,6.0,f,0-14
19437,MD,2001,58.0,f,15-24
19438,MD,2001,61.0,f,25-34
19439,MD,2001,46.0,f,35-44
19440,MD,2001,33.0,f,45-54
19441,MD,2001,14.0,f,55-64
19442,MD,2001,10.0,f,65
19443,MD,2001,1.0,m,0-14
19444,MD,2001,152.0,m,15-24
19445,MD,2001,197.0,m,25-34
19446,MD,2001,230.0,m,35-44
19447,MD,2001,158.0,m,45-54
19448,MD,2001,62.0,m,55-64
19449,MD,2001,32.0,m,65
19450,MD,2002,11.0,f,0-14
19451,MD,2002,71.0,f,15-24
19452,MD,2002,76.0,f,25-34
19453,MD,2002,41.0,f,35-44
19454,MD,2002,32.0,f,45-54
19455,MD,2002,23.0,f,55-64
19456,MD,2002,8.0,f,65
19457,MD,2002,5.0,m,0-14
19458,MD,2002,159.0,m,15-24
19459,MD,2002,220.0,m,25-34
19460,MD,2002,237.0,m,35-44
19461,MD,2002,181.0,m,45-54
19462,MD,2002,49.0,m,55-64
19463,MD,2002,33.0,m,65
19464,MD,2003,1.0,f,0-14
19465,MD,2003,101.0,f,15-24
19466,MD,2003,71.0,f,25-34
19467,MD,2003,64.0,f,35-44
19468,MD,2003,40.0,f,45-54
19469,MD,2003,16.0,f,55-64
19470,MD,2003,22.0,f,65
19471,MD,2003,1.0,m,0-14
19472,MD,2003,152.0,m,15-24
19473,MD,2003,201.0,m,25-34
19474,MD,2003,252.0,m,35-44
19475,MD,2003,206.0,m,45-54
19476,MD,2003,62.0,m,55-64
19477,MD,2003,25.0,m,65
19478,MD,2004,11.0,f,0-14
19479,MD,2004,91.0,f,15-24
19480,MD,2004,97.0,f,25-34
19481,MD,2004,57.0,f,35-44
19482,MD,2004,53.0,f,45-54
19483,MD,2004,28.0,f,55-64
19484,MD,2004,22.0,f,65
19485,MD,2004,8.0,m,0-14
19486,MD,2004,210.0,m,15-24
19487,MD,2004,277.0,m,25-34
19488,MD,2004,284.0,m,35-44
19489,MD,2004,267.0,m,45-54
19490,MD,2004,89.0,m,55-64
19491,MD,2004,42.0,m,65
19492,MD,2005,3.0,f,0-14
19493,MD,2005,97.0,f,15-24
19494,MD,2005,92.0,f,25-34
19495,MD,2005,57.0,f,35-44
19496,MD,2005,61.0,f,45-54
19497,MD,2005,23.0,f,55-64
19498,MD,2005,18.0,f,65
19499,MD,2005,0.0,f,unknown
19500,MD,2005,2.0,m,0-14
19501,MD,2005,211.0,m,15-24
19502,MD,2005,337.0,m,25-34
19503,MD,2005,345.0,m,35-44
19504,MD,2005,313.0,m,45-54
19505,MD,2005,106.0,m,55-64
19506,MD,2005,31.0,m,65
19507,MD,2005,0.0,m,unknown
19508,MD,2006,7.0,f,0-14
19509,MD,2006,91.0,f,15-24
19510,MD,2006,108.0,f,25-34
19511,MD,2006,72.0,f,35-44
19512,MD,2006,67.0,f,45-54
19513,MD,2006,25.0,f,55-64
19514,MD,2006,31.0,f,65
19515,MD,2006,0.0,f,unknown
19516,MD,2006,2.0,m,0-14
19517,MD,2006,175.0,m,15-24
19518,MD,2006,302.0,m,25-34
19519,MD,2006,349.0,m,35-44
19520,MD,2006,312.0,m,45-54
19521,MD,2006,106.0,m,55-64
19522,MD,2006,32.0,m,65
19523,MD,2006,0.0,m,unknown
19524,MD,2007,2.0,f,0-14
19525,MD,2007,97.0,f,15-24
19526,MD,2007,85.0,f,25-34
19527,MD,2007,57.0,f,35-44
19528,MD,2007,58.0,f,45-54
19529,MD,2007,25.0,f,55-64
19530,MD,2007,25.0,f,65
19531,MD,2007,0.0,f,unknown
19532,MD,2007,0.0,m,0-14
19533,MD,2007,181.0,m,15-24
19534,MD,2007,281.0,m,25-34
19535,MD,2007,343.0,m,35-44
19536,MD,2007,314.0,m,45-54
19537,MD,2007,107.0,m,55-64
19538,MD,2007,35.0,m,65
19539,MD,2007,0.0,m,unknown
19540,MD,2008,4.0,f,0-14
19541,MD,2008,85.0,f,15-24
19542,MD,2008,81.0,f,25-34
19543,MD,2008,57.0,f,35-44
19544,MD,2008,52.0,f,45-54
19545,MD,2008,22.0,f,55-64
19546,MD,2008,25.0,f,65
19547,MD,2008,0.0,f,unknown
19548,MD,2008,1.0,m,0-14
19549,MD,2008,167.0,m,15-24
19550,MD,2008,271.0,m,25-34
19551,MD,2008,314.0,m,35-44
19552,MD,2008,317.0,m,45-54
19553,MD,2008,105.0,m,55-64
19554,MD,2008,32.0,m,65
19555,MD,2008,0.0,m,unknown
19556,ME,2005,0.0,f,0-14
19557,ME,2005,0.0,f,15-24
19558,ME,2005,7.0,f,25-34
19559,ME,2005,3.0,f,35-44
19560,ME,2005,4.0,f,45-54
19561,ME,2005,0.0,f,55-64
19562,ME,2005,8.0,f,65
19563,ME,2005,0.0,f,unknown
19564,ME,2005,0.0,m,0-14
19565,ME,2005,3.0,m,15-24
19566,ME,2005,5.0,m,25-34
19567,ME,2005,7.0,m,35-44
19568,ME,2005,15.0,m,45-54
19569,ME,2005,4.0,m,55-64
19570,ME,2005,8.0,m,65
19571,ME,2005,0.0,m,unknown
19572,ME,2006,3.0,f,15-24
19573,ME,2006,4.0,f,25-34
19574,ME,2006,4.0,f,35-44
19575,ME,2006,4.0,f,45-54
19576,ME,2006,3.0,f,55-64
19577,ME,2006,2.0,f,65
19578,ME,2006,0.0,f,unknown
19579,ME,2006,0.0,m,0-14
19580,ME,2006,0.0,m,15-24
19581,ME,2006,7.0,m,25-34
19582,ME,2006,7.0,m,35-44
19583,ME,2006,12.0,m,45-54
19584,ME,2006,9.0,m,55-64
19585,ME,2006,3.0,m,65
19586,ME,2006,0.0,m,unknown
19587,ME,2007,0.0,f,0-14
19588,ME,2007,3.0,f,15-24
19589,ME,2007,3.0,f,25-34
19590,ME,2007,4.0,f,35-44
19591,ME,2007,3.0,f,45-54
19592,ME,2007,3.0,f,55-64
19593,ME,2007,1.0,f,65
19594,ME,2007,0.0,f,unknown
19595,ME,2007,0.0,m,0-14
19596,ME,2007,0.0,m,15-24
19597,ME,2007,6.0,m,25-34
19598,ME,2007,3.0,m,35-44
19599,ME,2007,10.0,m,45-54
19600,ME,2007,1.0,m,55-64
19601,ME,2007,3.0,m,65
19602,ME,2007,1.0,m,unknown
19603,ME,2008,0.0,f,0-14
19604,ME,2008,4.0,f,15-24
19605,ME,2008,5.0,f,25-34
19606,ME,2008,5.0,f,35-44
19607,ME,2008,10.0,f,45-54
19608,ME,2008,4.0,f,55-64
19609,ME,2008,7.0,f,65
19610,ME,2008,0.0,f,unknown
19611,ME,2008,0.0,m,0-14
19612,ME,2008,2.0,m,15-24
19613,ME,2008,7.0,m,25-34
19614,ME,2008,10.0,m,35-44
19615,ME,2008,5.0,m,45-54
19616,ME,2008,5.0,m,55-64
19617,ME,2008,1.0,m,65
19618,ME,2008,0.0,m,unknown
19619,MG,1995,100.0,f,0-14
19620,MG,1995,799.0,f,15-24
19621,MG,1995,1108.0,f,25-34
19622,MG,1995,744.0,f,35-44
19623,MG,1995,340.0,f,45-54
19624,MG,1995,230.0,f,55-64
19625,MG,1995,78.0,f,65
19626,MG,1995,79.0,m,0-14
19627,MG,1995,791.0,m,15-24
19628,MG,1995,1289.0,m,25-34
19629,MG,1995,1173.0,m,35-44
19630,MG,1995,630.0,m,45-54
19631,MG,1995,423.0,m,55-64
19632,MG,1995,242.0,m,65
19633,MG,1996,106.0,f,0-14
19634,MG,1996,808.0,f,15-24
19635,MG,1996,1031.0,f,25-34
19636,MG,1996,744.0,f,35-44
19637,MG,1996,393.0,f,45-54
19638,MG,1996,197.0,f,55-64
19639,MG,1996,79.0,f,65
19640,MG,1996,68.0,m,0-14
19641,MG,1996,888.0,m,15-24
19642,MG,1996,1325.0,m,25-34
19643,MG,1996,1271.0,m,35-44
19644,MG,1996,673.0,m,45-54
19645,MG,1996,484.0,m,55-64
19646,MG,1996,285.0,m,65
19647,MG,1998,108.0,f,0-14
19648,MG,1998,852.0,f,15-24
19649,MG,1998,1193.0,f,25-34
19650,MG,1998,824.0,f,35-44
19651,MG,1998,430.0,f,45-54
19652,MG,1998,253.0,f,55-64
19653,MG,1998,117.0,f,65
19654,MG,1998,70.0,m,0-14
19655,MG,1998,827.0,m,15-24
19656,MG,1998,1545.0,m,25-34
19657,MG,1998,1420.0,m,35-44
19658,MG,1998,829.0,m,45-54
19659,MG,1998,485.0,m,55-64
19660,MG,1998,282.0,m,65
19661,MG,2001,190.0,f,0-14
19662,MG,2001,1010.0,f,15-24
19663,MG,2001,1349.0,f,25-34
19664,MG,2001,1094.0,f,35-44
19665,MG,2001,546.0,f,45-54
19666,MG,2001,289.0,f,55-64
19667,MG,2001,154.0,f,65
19668,MG,2001,103.0,m,0-14
19669,MG,2001,1033.0,m,15-24
19670,MG,2001,1588.0,m,25-34
19671,MG,2001,1625.0,m,35-44
19672,MG,2001,1094.0,m,45-54
19673,MG,2001,613.0,m,55-64
19674,MG,2001,404.0,m,65
19675,MG,2002,163.0,f,0-14
19676,MG,2002,983.0,f,15-24
19677,MG,2002,1372.0,f,25-34
19678,MG,2002,1000.0,f,35-44
19679,MG,2002,598.0,f,45-54
19680,MG,2002,234.0,f,55-64
19681,MG,2002,135.0,f,65
19682,MG,2002,94.0,m,0-14
19683,MG,2002,1023.0,m,15-24
19684,MG,2002,1594.0,m,25-34
19685,MG,2002,1563.0,m,35-44
19686,MG,2002,1174.0,m,45-54
19687,MG,2002,609.0,m,55-64
19688,MG,2002,398.0,m,65
19689,MG,2003,216.0,f,0-14
19690,MG,2003,1164.0,f,15-24
19691,MG,2003,1578.0,f,25-34
19692,MG,2003,1240.0,f,35-44
19693,MG,2003,743.0,f,45-54
19694,MG,2003,326.0,f,55-64
19695,MG,2003,191.0,f,65
19696,MG,2003,123.0,m,0-14
19697,MG,2003,1249.0,m,15-24
19698,MG,2003,1830.0,m,25-34
19699,MG,2003,1839.0,m,35-44
19700,MG,2003,1413.0,m,45-54
19701,MG,2003,723.0,m,55-64
19702,MG,2003,438.0,m,65
19703,MG,2004,130.0,f,0-14
19704,MG,2004,950.0,f,15-24
19705,MG,2004,1130.0,f,25-34
19706,MG,2004,841.0,f,35-44
19707,MG,2004,513.0,f,45-54
19708,MG,2004,220.0,f,55-64
19709,MG,2004,95.0,f,65
19710,MG,2004,118.0,m,0-14
19711,MG,2004,1025.0,m,15-24
19712,MG,2004,1593.0,m,25-34
19713,MG,2004,1482.0,m,35-44
19714,MG,2004,1026.0,m,45-54
19715,MG,2004,495.0,m,55-64
19716,MG,2004,300.0,m,65
19717,MG,2005,150.0,f,0-14
19718,MG,2005,1012.0,f,15-24
19719,MG,2005,1451.0,f,25-34
19720,MG,2005,1047.0,f,35-44
19721,MG,2005,614.0,f,45-54
19722,MG,2005,248.0,f,55-64
19723,MG,2005,129.0,f,65
19724,MG,2005,98.0,m,0-14
19725,MG,2005,1159.0,m,15-24
19726,MG,2005,1867.0,m,25-34
19727,MG,2005,1732.0,m,35-44
19728,MG,2005,1349.0,m,45-54
19729,MG,2005,582.0,m,55-64
19730,MG,2005,333.0,m,65
19731,MG,2006,208.0,f,0-14
19732,MG,2006,1458.0,f,15-24
